82,Without-pay,8,12th,16,Never-married,Other-service,Not-in-family,White,Female,36,54,64,England, <=50K
3,Without-pay,21,5th-6th,5,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,85,78,57,Japan, <=50K
76,Federal-gov,84,7th-8th,2,Never-married,Priv-house-serv,Own-child,White,Female,53,31,31,Trinadad&Tobago, <=50K
35,Self-emp-inc,97,Some-college,1,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,77,83,62,Greece, <=50K
86,?,68,Preschool,3,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,8,98,0,South, <=50K
61,Local-gov,48,Some-college,3,Married-spouse-absent,Other-service,Own-child,Black,Male,71,89,71,Nicaragua, <=50K
69,Without-pay,75,Assoc-voc,2,Married-civ-spouse,Armed-Forces,Unmarried,Other,Male,34,74,21,Columbia, <=50K
87,Private,45,Doctorate,5,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,23,71,75,Holand-Netherlands, <=50K
43,State-gov,60,Preschool,11,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,23,87,72,Hungary, <=50K
32,?,4,Prof-school,6,Married-spouse-absent,Transport-moving,Own-child,Asian-Pac-Islander,Male,65,82,58,France, <=50K
11,Federal-gov,54,Preschool,11,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Male,3,7,55,South, <=50K
84,Federal-gov,93,10th,4,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,24,24,18,Poland, <=50K
10,Without-pay,48,Masters,16,Separated,Sales,Unmarried,Other,Male,65,53,82,Ecuador, >50K
54,Self-emp-inc,83,9th,4,Married-AF-spouse,Machine-op-inspct,Husband,Other,Female,24,0,95,Thailand, <=50K
37,Self-emp-not-inc,3,11th,8,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,27,3,29,El-Salvador, <=50K
28,Federal-gov,35,Prof-school,4,Separated,Adm-clerical,Unmarried,White,Female,73,83,66,United-States, >50K
2,Private,15,Assoc-acdm,3,Married-AF-spouse,Armed-Forces,Own-child,Black,Male,1,55,64,Vietnam, >50K
27,Without-pay,22,Assoc-voc,2,Widowed,Handlers-cleaners,Not-in-family,Other,Male,64,71,26,Scotland, <=50K
83,Federal-gov,44,5th-6th,3,Divorced,Craft-repair,Other-relative,Other,Male,2,43,3,Nicaragua, >50K
89,Private,11,Assoc-voc,10,Never-married,Sales,Own-child,Other,Male,59,49,66,France, <=50K
23,Federal-gov,8,Masters,14,Widowed,Armed-Forces,Husband,Asian-Pac-Islander,Male,89,69,58,Jamaica, <=50K
53,Private,27,Some-college,16,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,7,40,83,Greece, <=50K
51,?,40,Masters,6,Widowed,Handlers-cleaners,Not-in-family,Other,Female,1,18,97,France, <=50K
46,Without-pay,14,5th-6th,14,Widowed,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,73,34,58,Germany, <=50K
20,Federal-gov,71,Doctorate,9,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Female,4,89,63,?, >50K
53,Local-gov,21,12th,15,Married-AF-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,72,50,47,Holand-Netherlands, <=50K
29,Local-gov,20,9th,4,Divorced,Farming-fishing,Own-child,Other,Male,2,68,20,Guatemala, >50K
67,Private,83,Assoc-acdm,7,Never-married,Adm-clerical,Wife,White,Female,93,43,44,Holand-Netherlands, <=50K
35,State-gov,2,Preschool,3,Married-AF-spouse,?,Wife,Amer-Indian-Eskimo,Male,57,66,83,Peru, >50K
39,Federal-gov,32,Preschool,13,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,48,56,20,Vietnam, <=50K
9,Never-worked,20,Masters,16,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,93,96,10,Poland, <=50K
73,Self-emp-inc,7,HS-grad,15,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Male,52,48,98,Dominican-Republic, <=50K
41,Private,63,12th,7,Widowed,Transport-moving,Husband,Asian-Pac-Islander,Male,3,33,43,India, <=50K
23,Without-pay,97,10th,4,Married-civ-spouse,?,Other-relative,Asian-Pac-Islander,Female,66,84,61,United-States, >50K
3,Never-worked,47,Masters,7,Never-married,Handlers-cleaners,Not-in-family,Other,Female,14,88,61,France, <=50K
46,Without-pay,55,Some-college,7,Never-married,Machine-op-inspct,Not-in-family,Black,Male,11,90,21,Dominican-Republic, <=50K
90,State-gov,93,9th,13,Married-AF-spouse,?,Husband,Amer-Indian-Eskimo,Male,12,22,15,Laos, <=50K
50,Never-worked,42,9th,10,Never-married,Transport-moving,Husband,Black,Female,15,98,72,Hong, <=50K
3,Local-gov,0,5th-6th,10,Married-AF-spouse,Handlers-cleaners,Husband,Black,Female,59,96,31,Holand-Netherlands, <=50K
31,State-gov,82,1st-4th,16,Married-civ-spouse,?,Own-child,White,Male,55,4,39,Cambodia, <=50K
9,Without-pay,1,Assoc-acdm,13,Married-spouse-absent,Protective-serv,Own-child,Other,Female,29,47,83,El-Salvador, <=50K
10,Never-worked,11,5th-6th,3,Never-married,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,44,20,84,Canada, <=50K
27,?,29,Some-college,6,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Male,67,13,90,Mexico, <=50K
45,Federal-gov,99,12th,2,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,5,26,99,Thailand, >50K
71,Never-worked,18,Assoc-voc,16,Separated,Priv-house-serv,Unmarried,Other,Male,80,61,16,Dominican-Republic, <=50K
39,Local-gov,14,Assoc-voc,8,Separated,Armed-Forces,Unmarried,Black,Male,38,42,7,Greece, >50K
61,Private,95,HS-grad,10,Married-spouse-absent,Transport-moving,Wife,White,Female,68,34,37,Greece, <=50K
85,State-gov,41,Preschool,1,Separated,?,Husband,Other,Male,20,69,91,Vietnam, >50K
97,Self-emp-not-inc,96,Bachelors,15,Married-spouse-absent,Tech-support,Other-relative,White,Female,5,96,84,Honduras, >50K
44,Federal-gov,12,10th,14,Separated,Farming-fishing,Own-child,Black,Male,44,87,78,China, <=50K
34,State-gov,70,12th,2,Widowed,Tech-support,Other-relative,White,Male,72,38,35,Japan, <=50K
34,Local-gov,8,Doctorate,11,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Female,66,65,59,Holand-Netherlands, <=50K
88,Private,98,9th,11,Married-spouse-absent,Sales,Husband,Asian-Pac-Islander,Female,57,71,18,Ecuador, <=50K
33,?,80,HS-grad,3,Married-civ-spouse,Protective-serv,Wife,White,Female,80,19,82,Hong, <=50K
5,?,45,12th,5,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Female,9,7,45,Holand-Netherlands, >50K
36,Self-emp-not-inc,8,Some-college,2,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,74,76,33,Thailand, <=50K
0,State-gov,61,Assoc-acdm,10,Separated,Handlers-cleaners,Husband,Black,Female,39,87,56,Holand-Netherlands, <=50K
75,Self-emp-inc,10,Some-college,5,Widowed,Priv-house-serv,Wife,Other,Female,8,89,98,United-States, >50K
34,Private,24,Prof-school,5,Married-AF-spouse,Protective-serv,Husband,Other,Male,65,84,62,Peru, <=50K
69,State-gov,98,Bachelors,9,Divorced,Craft-repair,Not-in-family,Black,Female,54,61,71,Ecuador, >50K
53,State-gov,95,9th,9,Divorced,?,Own-child,Black,Male,66,82,36,Haiti, <=50K
80,Without-pay,6,10th,7,Separated,?,Own-child,White,Female,47,60,10,Cambodia, <=50K
62,Federal-gov,16,Preschool,4,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,5,34,12,Poland, <=50K
8,Private,61,Assoc-acdm,16,Never-married,Farming-fishing,Other-relative,Other,Female,67,91,36,United-States, >50K
61,Self-emp-inc,72,Prof-school,10,Widowed,Protective-serv,Own-child,Black,Female,2,75,87,South, >50K
1,Self-emp-not-inc,1,Assoc-acdm,6,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,67,16,34,Poland, <=50K
81,?,57,Doctorate,6,Married-AF-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,63,22,96,Italy, <=50K
35,Local-gov,7,Bachelors,15,Never-married,Tech-support,Wife,Black,Male,39,32,8,Greece, <=50K
91,Self-emp-inc,66,1st-4th,13,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,66,56,22,Holand-Netherlands, <=50K
40,Self-emp-not-inc,79,11th,16,Widowed,Sales,Wife,Other,Male,41,15,7,Nicaragua, <=50K
36,Federal-gov,86,11th,11,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,78,44,32,Guatemala, <=50K
48,Never-worked,96,Doctorate,2,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,23,27,China, <=50K
25,Private,40,Assoc-voc,5,Married-AF-spouse,Handlers-cleaners,Other-relative,Black,Female,26,24,34,Poland, <=50K
67,Self-emp-not-inc,79,11th,4,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Male,38,66,89,Nicaragua, <=50K
35,Local-gov,18,12th,7,Married-civ-spouse,Protective-serv,Wife,Other,Male,72,62,95,Scotland, <=50K
30,State-gov,43,Some-college,7,Married-AF-spouse,Handlers-cleaners,Own-child,Other,Female,64,91,3,Yugoslavia, <=50K
29,Never-worked,55,12th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,63,44,92,Taiwan, <=50K
33,Self-emp-not-inc,28,Masters,12,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Male,88,40,55,China, <=50K
18,Self-emp-inc,21,Assoc-acdm,9,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,2,60,93,Portugal, >50K
17,?,62,11th,16,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,45,18,97,Hong, <=50K
93,State-gov,64,5th-6th,11,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Female,86,49,69,Taiwan, >50K
84,Self-emp-not-inc,26,Assoc-acdm,2,Married-civ-spouse,Protective-serv,Own-child,Asian-Pac-Islander,Female,69,77,59,Vietnam, >50K
2,Self-emp-inc,34,5th-6th,15,Separated,Machine-op-inspct,Wife,Other,Male,55,47,10,France, <=50K
69,?,64,Assoc-acdm,7,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,89,61,38,Nicaragua, <=50K
12,Private,33,9th,7,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,59,87,100,India, <=50K
44,Private,13,Masters,14,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,7,72,53,China, <=50K
66,Without-pay,66,11th,7,Separated,Sales,Other-relative,Black,Female,45,97,35,United-States, >50K
91,Self-emp-inc,48,9th,7,Divorced,Prof-specialty,Wife,White,Female,58,15,27,Laos, >50K
85,Without-pay,73,Bachelors,13,Married-spouse-absent,Craft-repair,Wife,Other,Male,6,30,15,Dominican-Republic, <=50K
39,Private,8,Some-college,12,Never-married,Tech-support,Other-relative,White,Male,89,67,25,Thailand, >50K
39,Federal-gov,97,5th-6th,6,Never-married,Prof-specialty,Other-relative,Other,Female,7,31,47,Iran, <=50K
75,Self-emp-inc,81,11th,13,Married-AF-spouse,Armed-Forces,Wife,Black,Female,39,34,4,Guatemala, >50K
22,Local-gov,80,Preschool,11,Married-civ-spouse,Transport-moving,Own-child,White,Male,22,32,9,Vietnam, <=50K
30,Federal-gov,41,Bachelors,10,Divorced,Farming-fishing,Wife,Black,Female,55,2,7,Thailand, <=50K
17,Without-pay,93,Some-college,9,Never-married,Craft-repair,Unmarried,White,Male,56,57,65,Iran, <=50K
70,Private,9,10th,2,Married-AF-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,72,13,36,Puerto-Rico, <=50K
71,Private,88,10th,13,Separated,Tech-support,Own-child,Other,Female,10,11,42,Peru, <=50K
18,Local-gov,82,1st-4th,12,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,61,70,29,Taiwan, <=50K
92,Self-emp-inc,73,Some-college,14,Separated,Sales,Own-child,Black,Male,52,41,57,Iran, <=50K
43,Local-gov,75,10th,12,Widowed,Adm-clerical,Wife,White,Male,85,12,8,Honduras, <=50K
83,State-gov,81,9th,5,Divorced,Prof-specialty,Husband,Other,Female,73,66,42,?, <=50K
49,Self-emp-inc,12,Some-college,12,Married-spouse-absent,Sales,Wife,Black,Male,57,11,89,Hong, <=50K
41,State-gov,84,Prof-school,2,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,79,13,40,Guatemala, <=50K
93,?,46,9th,13,Separated,Sales,Not-in-family,Other,Male,3,1,42,Japan, <=50K
46,Local-gov,58,Assoc-acdm,13,Divorced,Protective-serv,Husband,Black,Female,92,59,24,Outlying-US(Guam-USVI-etc), <=50K
21,Never-worked,84,11th,14,Married-civ-spouse,Protective-serv,Wife,Other,Female,53,34,98,China, >50K
73,Without-pay,15,1st-4th,11,Divorced,Prof-specialty,Wife,White,Female,20,60,37,Trinadad&Tobago, <=50K
89,Self-emp-not-inc,37,Assoc-acdm,5,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,11,61,24,Cuba, <=50K
96,Private,11,Assoc-acdm,9,Married-AF-spouse,Prof-specialty,Wife,White,Male,59,100,16,Peru, <=50K
91,Federal-gov,53,10th,10,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,36,42,84,Holand-Netherlands, <=50K
73,Private,5,Prof-school,9,Separated,Exec-managerial,Wife,White,Female,56,69,40,Japan, <=50K
28,Self-emp-inc,62,10th,7,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,24,87,4,Peru, <=50K
81,Private,61,Some-college,7,Separated,Adm-clerical,Husband,Other,Male,54,57,36,Ireland, <=50K
58,Private,73,1st-4th,10,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,3,29,36,Guatemala, <=50K
0,Local-gov,50,7th-8th,2,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,39,5,10,Cambodia, <=50K
86,?,95,11th,6,Married-spouse-absent,Craft-repair,Wife,Other,Female,5,28,92,South, <=50K
63,Local-gov,59,Prof-school,2,Married-spouse-absent,?,Husband,Other,Male,86,15,45,Scotland, <=50K
16,State-gov,11,11th,15,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,39,20,89,Portugal, <=50K
36,Private,53,HS-grad,16,Married-spouse-absent,Armed-Forces,Husband,Black,Female,33,14,87,Hong, <=50K
94,Self-emp-inc,39,1st-4th,1,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,60,15,41,Nicaragua, >50K
24,Without-pay,16,Prof-school,1,Widowed,Exec-managerial,Husband,Other,Female,91,34,17,Haiti, >50K
63,Self-emp-not-inc,11,Assoc-acdm,1,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,69,75,62,England, <=50K
67,Self-emp-not-inc,52,1st-4th,4,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,77,35,69,Hong, <=50K
51,Private,26,Assoc-voc,4,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,91,70,43,Honduras, <=50K
8,Federal-gov,17,7th-8th,12,Married-spouse-absent,?,Husband,Other,Female,58,26,31,Columbia, <=50K
56,Self-emp-not-inc,39,Preschool,3,Divorced,?,Other-relative,Asian-Pac-Islander,Female,24,63,80,Germany, <=50K
91,Private,88,Assoc-acdm,10,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,70,39,21,India, <=50K
93,Private,52,11th,5,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Female,80,89,53,Outlying-US(Guam-USVI-etc), <=50K
87,Without-pay,13,5th-6th,11,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,27,59,27,Mexico, >50K
32,Private,62,Bachelors,9,Married-AF-spouse,Adm-clerical,Unmarried,Other,Male,89,41,66,France, <=50K
19,Without-pay,76,5th-6th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,40,46,57,Germany, >50K
72,Local-gov,74,Preschool,6,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,97,76,35,Philippines, <=50K
71,Never-worked,97,Preschool,4,Widowed,Other-service,Own-child,White,Female,62,62,53,Iran, >50K
87,Local-gov,54,5th-6th,4,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,12,11,91,China, >50K
13,Local-gov,12,Assoc-acdm,5,Divorced,Transport-moving,Unmarried,Black,Male,32,57,61,United-States, <=50K
58,Self-emp-not-inc,39,Assoc-acdm,4,Married-civ-spouse,Transport-moving,Wife,Black,Male,57,11,91,Ecuador, >50K
81,Private,60,Assoc-acdm,6,Widowed,Priv-house-serv,Unmarried,White,Female,24,72,36,Cuba, <=50K
55,Without-pay,11,5th-6th,5,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,71,48,29,Scotland, <=50K
64,?,79,9th,1,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,71,52,12,Poland, <=50K
75,Self-emp-not-inc,40,11th,12,Widowed,Prof-specialty,Other-relative,Other,Male,28,33,44,Germany, >50K
92,Self-emp-inc,95,11th,3,Never-married,Adm-clerical,Unmarried,Black,Male,93,5,8,Greece, <=50K
36,Without-pay,49,11th,6,Widowed,Handlers-cleaners,Husband,White,Female,91,51,62,England, >50K
25,?,37,1st-4th,7,Never-married,Transport-moving,Not-in-family,White,Male,49,36,42,Outlying-US(Guam-USVI-etc), <=50K
32,State-gov,96,Assoc-acdm,2,Married-AF-spouse,Craft-repair,Wife,Other,Male,77,50,34,Peru, <=50K
42,Without-pay,19,11th,10,Separated,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,80,74,62,Hungary, <=50K
14,Private,50,10th,9,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,10,22,7,United-States, <=50K
86,Federal-gov,17,Doctorate,10,Divorced,Armed-Forces,Not-in-family,Black,Female,79,63,39,Columbia, >50K
28,State-gov,88,1st-4th,4,Married-civ-spouse,Exec-managerial,Wife,Black,Female,2,49,51,Peru, <=50K
20,Self-emp-inc,24,Preschool,16,Divorced,Other-service,Other-relative,Black,Male,86,7,22,Haiti, <=50K
82,?,52,Some-college,10,Widowed,Transport-moving,Unmarried,Asian-Pac-Islander,Female,2,39,28,Hong, <=50K
68,Federal-gov,27,10th,13,Separated,Handlers-cleaners,Other-relative,Black,Female,99,30,53,China, >50K
22,Self-emp-inc,93,1st-4th,9,Never-married,Handlers-cleaners,Not-in-family,Other,Male,40,58,21,Taiwan, <=50K
99,?,37,Bachelors,8,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,11,41,89,Portugal, <=50K
83,Without-pay,33,Assoc-acdm,7,Never-married,Protective-serv,Husband,Black,Male,39,68,57,Taiwan, <=50K
7,?,78,11th,9,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,13,40,63,Holand-Netherlands, <=50K
72,State-gov,67,Assoc-voc,7,Separated,Transport-moving,Own-child,White,Male,70,84,76,Holand-Netherlands, <=50K
61,Without-pay,9,Bachelors,5,Divorced,Adm-clerical,Own-child,Black,Female,68,100,19,Mexico, <=50K
13,Federal-gov,82,1st-4th,7,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,51,9,79,Poland, <=50K
5,Self-emp-not-inc,84,Masters,6,Widowed,Adm-clerical,Own-child,White,Female,14,60,26,Cambodia, <=50K
0,Federal-gov,69,10th,15,Married-civ-spouse,Protective-serv,Own-child,White,Male,16,29,73,Trinadad&Tobago, <=50K
8,State-gov,49,1st-4th,7,Married-civ-spouse,Protective-serv,Other-relative,White,Male,55,98,76,Guatemala, <=50K
79,Self-emp-inc,79,Doctorate,15,Widowed,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,82,52,49,Taiwan, <=50K
79,Self-emp-not-inc,76,Assoc-voc,14,Married-AF-spouse,Armed-Forces,Unmarried,Black,Male,15,41,41,Italy, <=50K
53,Never-worked,84,Prof-school,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,88,5,42,Jamaica, <=50K
11,?,81,12th,15,Widowed,?,Other-relative,Other,Female,48,60,9,India, <=50K
4,Self-emp-not-inc,56,Preschool,6,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,47,60,58,India, >50K
39,State-gov,92,Masters,1,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,18,42,52,Iran, <=50K
92,State-gov,2,7th-8th,15,Married-AF-spouse,Tech-support,Own-child,Other,Male,8,40,83,Puerto-Rico, <=50K
45,Local-gov,12,11th,10,Never-married,Protective-serv,Other-relative,Other,Male,8,80,28,Thailand, >50K
26,Self-emp-inc,98,10th,9,Married-civ-spouse,Protective-serv,Own-child,Other,Female,0,15,1,Haiti, <=50K
74,Without-pay,36,5th-6th,13,Divorced,Prof-specialty,Wife,Other,Male,92,51,29,Peru, <=50K
52,Local-gov,51,Preschool,8,Widowed,Machine-op-inspct,Own-child,Other,Female,44,67,42,Hungary, >50K
49,Without-pay,35,Assoc-acdm,11,Separated,Sales,Other-relative,Black,Female,12,89,60,Holand-Netherlands, <=50K
91,Local-gov,84,12th,16,Married-spouse-absent,Exec-managerial,Wife,White,Male,7,64,100,Canada, <=50K
51,Private,60,Assoc-voc,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,44,43,73,Canada, <=50K
99,State-gov,17,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Male,34,65,52,United-States, <=50K
18,Self-emp-inc,37,Some-college,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,64,95,70,Outlying-US(Guam-USVI-etc), >50K
34,Local-gov,86,1st-4th,16,Married-civ-spouse,Craft-repair,Other-relative,White,Male,6,42,1,Italy, >50K
51,Self-emp-not-inc,56,Some-college,5,Separated,Handlers-cleaners,Other-relative,Other,Male,98,0,73,Peru, <=50K
30,?,10,HS-grad,6,Married-AF-spouse,Priv-house-serv,Husband,Black,Male,81,80,52,Mexico, <=50K
53,Self-emp-inc,76,Some-college,9,Married-spouse-absent,Farming-fishing,Own-child,Other,Male,35,45,76,Peru, >50K
58,Federal-gov,19,11th,6,Widowed,Tech-support,Husband,Other,Female,17,7,8,Philippines, <=50K
43,Private,10,9th,10,Separated,Adm-clerical,Not-in-family,White,Female,27,54,95,Cuba, <=50K
55,?,5,12th,9,Never-married,Tech-support,Not-in-family,White,Male,10,9,91,Yugoslavia, >50K
18,State-gov,83,Bachelors,4,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Male,3,94,54,Scotland, <=50K
45,Private,98,Prof-school,7,Married-AF-spouse,Protective-serv,Wife,Other,Female,90,91,52,Philippines, <=50K
87,State-gov,1,Assoc-voc,13,Married-AF-spouse,Handlers-cleaners,Unmarried,Other,Male,30,81,86,Honduras, >50K
65,Federal-gov,55,Masters,10,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,28,73,1,Outlying-US(Guam-USVI-etc), <=50K
70,Without-pay,90,1st-4th,6,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,15,22,68,Canada, <=50K
53,Private,6,HS-grad,14,Married-civ-spouse,Tech-support,Unmarried,Black,Male,27,94,12,Laos, <=50K
48,Local-gov,69,Prof-school,13,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,80,40,95,Holand-Netherlands, <=50K
94,State-gov,28,5th-6th,14,Married-spouse-absent,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,3,29,94,Outlying-US(Guam-USVI-etc), >50K
59,Never-worked,47,11th,9,Never-married,Armed-Forces,Other-relative,White,Female,0,47,40,Portugal, <=50K
80,Local-gov,87,10th,1,Widowed,Protective-serv,Own-child,Asian-Pac-Islander,Female,58,58,21,Thailand, >50K
26,State-gov,12,10th,14,Divorced,Tech-support,Husband,Other,Male,28,13,4,Germany, <=50K
35,State-gov,36,7th-8th,3,Divorced,?,Unmarried,Other,Female,38,69,7,Honduras, <=50K
58,Federal-gov,47,Doctorate,3,Divorced,Exec-managerial,Not-in-family,Other,Male,23,62,18,Laos, <=50K
